Project	miRNA	shift_5	median_expr_5	fraction_5	shift_3	median_expr_3	fraction_3
TCGA-ACC	hsa-miR-30a-3p	0	10.576505690428755	0.7978491876649251	-1	9.815937569379768	0.46450742532618705
TCGA-ACC	hsa-miR-30a-5p	0	13.291516662206824	0.9957665577678728	0	12.871031221042081	0.7542921486276448
TCGA-ACC	hsa-miR-30b-5p	0	8.59448875550139	1.0	0	8.274167614687348	0.8246199762549153
TCGA-ACC	hsa-miR-30c-5p	0	9.710600062960143	1.0	0	8.5246228659083	0.4555341737769142
TCGA-ACC	hsa-miR-30d-5p	0	12.851880348284663	1.0	0	12.585832941491969	0.8193359300421876
TCGA-ACC	hsa-miR-30e-3p	0	12.254187277169228	0.9877239433789758	-1	11.395355079084565	0.5521637211598924
TCGA-ACC	hsa-miR-30e-5p	0	12.2839400261597	0.7456806360919601	+2	11.029715536962279	0.3171042997953534
TCGA-ACC	hsa-miR-320a-3p	0	9.300978627629569	0.9257171569470118	0	8.592723329292856	0.5476428485145651
TCGA-ACC	hsa-miR-374a-3p	0	9.673908224186608	1.0	0	9.367918270431714	0.8138165747836162
TCGA-ACC	hsa-miR-379-5p	0	12.232615592071182	1.0	0	11.672988260539805	0.6775370430069009
TCGA-ACC	hsa-miR-381-3p	0	8.947666696352414	1.0	-1	8.246072831505606	0.6397674418604649
TCGA-ACC	hsa-miR-424-5p	0	8.7997074767546	1.0	0	7.961612236883845	0.5755621138356125
TCGA-ACC	hsa-miR-483-3p	+1	8.412853225317605	0.6240375292708273	+2	8.161484820918446	0.5441954167715942
TCGA-ACC	hsa-miR-483-5p	0	9.231493394197734	0.9386787012620166	0	8.558605174122413	0.5698457223001396
TCGA-ACC	hsa-miR-500a-3p	0	8.846632643263353	0.9849759390528423	+1	8.486005203406988	0.7905278234650488
TCGA-ACC	hsa-miR-503-5p	0	9.111104016370174	1.0	0	8.93278483579134	0.87840030562974
TCGA-ACC	hsa-miR-508-3p	0	13.760077463993415	0.922512260117395	0	13.209444953828555	0.6548157734037969
TCGA-ACC	hsa-miR-508-5p	0	8.383319970286028	1.0	0	8.176597115263258	0.8675338464768896
TCGA-ACC	hsa-miR-509-3p	0	11.596280532726116	0.9416617266404262	+1	10.417433915097334	0.4168088572216606
TCGA-ACC	hsa-miR-514a-3p	-2	11.922142881365739	0.7070184791167302	0	12.192184572738062	0.8222767825023383
TCGA-ACC	hsa-miR-532-5p	0	9.928552506823697	0.9814276541506143	0	9.84596798646899	0.9232341668288251
TCGA-ACC	hsa-miR-542-3p	0	9.87409729469386	0.7113842181643472	0	9.251740730378597	0.4347235702738803
TCGA-ACC	hsa-miR-889-3p	0	8.620012021123163	1.0	0	8.124656074446161	0.7019257070955739
TCGA-ACC	hsa-miR-9-5p	0	12.175353915953544	0.9989376486778041	0	11.649833411389269	0.7347831818689567
TCGA-ACC	hsa-miR-92a-3p	0	12.016030225789754	0.9934144144216432	0	11.917941691867156	0.9247243262301978
